"","Band.Number","Band.Size","Specie.Name","Specie.Code","Date","Location","Session","date2","year","month","day","location2","Habitat","session2","Body_Size","Diet","Foraging_Strata","Primary_Habitat","Habitat_Breadth","Rarity_Range_Size","Rarity_Local_Abund","Rarity_Neotrop_Abund"
"129","A52393","X","COELIGENA IRIS","COIR","30-Aug-08","LLAV","SEGUNDA 08",2008-08-30,2008,8,30,"Llaviucu","forest.sec","SEGUNDA",1,"N","U/M","F",4,"L","F","F"
"130","A52474","X","ERIOCNEMIS LUCIANI","ERLU","30-Aug-08","LLAV","SEGUNDA 08",2008-08-30,2008,8,30,"Llaviucu","forest.sec","SEGUNDA",1,"N","U/M","F",2,"L","F","F"
"131","A52475","X","METALLURA TYRIANTHINA","METY","30-Aug-08","LLAV","SEGUNDA 08",2008-08-30,2008,8,30,"Llaviucu","forest.sec","SEGUNDA",1,"N","U/M","D",3,"L","C","C"
"132","A52476","X","METALLURA BARONI","MEBA","30-Aug-08","LLAV","SEGUNDA 08",2008-08-30,2008,8,30,"Llaviucu","forest.sec","SEGUNDA",1,"N","U/C","D",3,"S","C","F"
"133","A52477","X","ERIOCNEMIS LUCIANI","ERLU","30-Aug-08","LLAV","SEGUNDA 08",2008-08-30,2008,8,30,"Llaviucu","forest.sec","SEGUNDA",1,"N","U/M","F",2,"L","F","F"
"134","A52479","X","METALLURA BARONI","MEBA","30-Aug-08","LLAV","SEGUNDA 08",2008-08-30,2008,8,30,"Llaviucu","forest.sec","SEGUNDA",1,"N","U/C","D",3,"S","C","F"
"135","A52480","X","ERIOCNEMIS LUCIANI","ERLU","30-Aug-08","LLAV","SEGUNDA 08",2008-08-30,2008,8,30,"Llaviucu","forest.sec","SEGUNDA",1,"N","U/M","F",2,"L","F","F"
"136","A52481","X","METALLURA BARONI","MEBA","30-Aug-08","LLAV","SEGUNDA 08",2008-08-30,2008,8,30,"Llaviucu","forest.sec","SEGUNDA",1,"N","U/C","D",3,"S","C","F"
"137","A52394","X","COELIGENA IRIS","COIR","30-Aug-08","LLAV","SEGUNDA 08",2008-08-30,2008,8,30,"Llaviucu","forest.sec","SEGUNDA",1,"N","U/M","F",4,"L","F","F"
"138","A52482","X","ERIOCNEMIS LUCIANI","ERLU","30-Aug-08","LLAV","SEGUNDA 08",2008-08-30,2008,8,30,"Llaviucu","forest.sec","SEGUNDA",1,"N","U/M","F",2,"L","F","F"
"139","A52483","X","ERIOCNEMIS LUCIANI","ERLU","30-Aug-08","LLAV","SEGUNDA 08",2008-08-30,2008,8,30,"Llaviucu","forest.sec","SEGUNDA",1,"N","U/M","F",2,"L","F","F"
"140","A52484","X","METALLURA TYRIANTHINA","METY","30-Aug-08","LLAV","SEGUNDA 08",2008-08-30,2008,8,30,"Llaviucu","forest.sec","SEGUNDA",1,"N","U/M","D",3,"L","C","C"
"141","334","0","DIGLOSSA HUMERALIS","DIHU","30-Aug-08","LLAV","SEGUNDA 08",2008-08-30,2008,8,30,"Llaviucu","forest.sec","SEGUNDA",2,"O","U/C","N",4,"L","F","F"
"142","335","0","MYIOBORUS MELANOCEPHALUS","MYME","30-Aug-08","LLAV","SEGUNDA 08",2008-08-30,2008,8,30,"Llaviucu","forest.sec","SEGUNDA",2,"I","M/C","F",2,"L","C","C"
"143","336","0","MYIOBORUS MELANOCEPHALUS","MYME","30-Aug-08","LLAV","SEGUNDA 08",2008-08-30,2008,8,30,"Llaviucu","forest.sec","SEGUNDA",2,"I","M/C","F",2,"L","C","C"
"144","0A080","0A","TROGLODYTES SOLSTITIALIS","TRSO","30-Aug-08","LLAV","SEGUNDA 08",2008-08-30,2008,8,30,"Llaviucu","forest.sec","SEGUNDA",2,"I","M","F",2,"L","U","F"
"145","0A081","0A","TROGLODYTES SOLSTITIALIS","TRSO","30-Aug-08","LLAV","SEGUNDA 08",2008-08-30,2008,8,30,"Llaviucu","forest.sec","SEGUNDA",2,"I","M","F",2,"L","U","F"
"146","1A062","1A","ATLAPETES LATINUCHUS","ATLA","30-Aug-08","LLAV","SEGUNDA 08",2008-08-30,2008,8,30,"Llaviucu","forest.sec","SEGUNDA",4,"O","U","E",3,"L","F","C"
"147","1B044","1B","DIGLOSSA HUMERALIS","DIHU","30-Aug-08","LLAV","SEGUNDA 08",2008-08-30,2008,8,30,"Llaviucu","forest.sec","SEGUNDA",2,"O","U/C","N",4,"L","F","F"
"148","1B045","1B","MYIOBORUS MELANOCEPHALUS","MYME","30-Aug-08","LLAV","SEGUNDA 08",2008-08-30,2008,8,30,"Llaviucu","forest.sec","SEGUNDA",2,"I","M/C","F",2,"L","C","C"
"149","1B046","1B","DIGLOSSOPIS CYANEA","DICY","30-Aug-08","LLAV","SEGUNDA 08",2008-08-30,2008,8,30,"Llaviucu","forest.sec","SEGUNDA",2,"O","C","F",2,"L","F","C"
"150","1B047","1B","ZONOTRICHIA CAPENSIS","ZOCA","30-Aug-08","LLAV","SEGUNDA 08",2008-08-30,2008,8,30,"Llaviucu","forest.sec","SEGUNDA",3,"G","T/U","N",7,"L","C","C"
"151","1B048","1B","ZONOTRICHIA CAPENSIS","ZOCA","30-Aug-08","LLAV","SEGUNDA 08",2008-08-30,2008,8,30,"Llaviucu","forest.sec","SEGUNDA",3,"G","T/U","N",7,"L","C","C"
"152","1B049","1B","DIGLOSSA HUMERALIS","DIHU","30-Aug-08","LLAV","SEGUNDA 08",2008-08-30,2008,8,30,"Llaviucu","forest.sec","SEGUNDA",2,"O","U/C","N",4,"L","F","F"
"153","2030","2","ANISOGNATHUS IGNIVENTRIS","ANIG","30-Aug-08","LLAV","SEGUNDA 08",2008-08-30,2008,8,30,"Llaviucu","forest.sec","SEGUNDA",4,"O","U/C","F",3,"L","F","C"
"154","2031","2","GRALLARIA RUFULA","GRRU","30-Aug-08","LLAV","SEGUNDA 08",2008-08-30,2008,8,30,"Llaviucu","forest.sec","SEGUNDA",4,"I","T","F",2,"L","F","C"
"155","4003","4","GLAUCIDIUM JARDINII","GLJA","30-Aug-08","LLAV","SEGUNDA 08",2008-08-30,2008,8,30,"Llaviucu","forest.sec","SEGUNDA",4,"C","C","F",1,"L","U","F"
"156","A49880","RE","METALLURA TYRIANTHINA","METY","30-Aug-08","LLAV","SEGUNDA 08",2008-08-30,2008,8,30,"Llaviucu","forest.sec","SEGUNDA",1,"N","U/M","D",3,"L","C","C"
"157","A52286","RE","ERIOCNEMIS VESTITUS","ERVE","30-Aug-08","LLAV","SEGUNDA 08",2008-08-30,2008,8,30,"Llaviucu","forest.sec","SEGUNDA",1,"N","U","D",1,"L","F","C"
"158","125","RE","BASILEUTERUS NIGROCRISTATUS","BANI","30-Aug-08","LLAV","SEGUNDA 08",2008-08-30,2008,8,30,"Llaviucu","forest.sec","SEGUNDA",2,"I","U/M","E",4,"L","F","C"
"159","150","RE","DIGLOSSA HUMERALIS","DIHU","30-Aug-08","LLAV","SEGUNDA 08",2008-08-30,2008,8,30,"Llaviucu","forest.sec","SEGUNDA",2,"O","U/C","N",4,"L","F","F"
"160","A52428","RE","METALLURA BARONI","MEBA","30-Aug-08","LLAV","SEGUNDA 08",2008-08-30,2008,8,30,"Llaviucu","forest.sec","SEGUNDA",1,"N","U/C","D",3,"S","C","F"
"161","A50113","RE","METALLURA TYRIANTHINA","METY","30-Aug-08","LLAV","SEGUNDA 08",2008-08-30,2008,8,30,"Llaviucu","forest.sec","SEGUNDA",1,"N","U/M","D",3,"L","C","C"
"162","196","RE","DIGLOSSA HUMERALIS","DIHU","30-Aug-08","LLAV","SEGUNDA 08",2008-08-30,2008,8,30,"Llaviucu","forest.sec","SEGUNDA",2,"O","U/C","N",4,"L","F","F"
"163","A49852","RE","ERIOCNEMIS LUCIANI","ERLU","30-Aug-08","LLAV","SEGUNDA 08",2008-08-30,2008,8,30,"Llaviucu","forest.sec","SEGUNDA",1,"N","U/M","F",2,"L","F","F"
"164","0A039","RE","ANAIRETES PARULUS","ANPA","30-Aug-08","LLAV","SEGUNDA 08",2008-08-30,2008,8,30,"Llaviucu","forest.sec","SEGUNDA",1,"I","U/C","N",4,"L","R","C"
"165","0A073","RE","OCHTHOECA FRONTALIS","OCFR","30-Aug-08","LLAV","SEGUNDA 08",2008-08-30,2008,8,30,"Llaviucu","forest.sec","SEGUNDA",2,"I","U","F",2,"L","U","F"
"166","A52208","RE","ERIOCNEMIS LUCIANI","ERLU","30-Aug-08","LLAV","SEGUNDA 08",2008-08-30,2008,8,30,"Llaviucu","forest.sec","SEGUNDA",1,"N","U/M","F",2,"L","F","F"
"167","A52452","RE","METALLURA BARONI","MEBA","30-Aug-08","LLAV","SEGUNDA 08",2008-08-30,2008,8,30,"Llaviucu","forest.sec","SEGUNDA",1,"N","U/C","D",3,"S","C","F"
"168","A52286","RE","ERIOCNEMIS VESTITUS","ERVE","30-Aug-08","LLAV","SEGUNDA 08",2008-08-30,2008,8,30,"Llaviucu","forest.sec","SEGUNDA",1,"N","U","D",1,"L","F","C"
"169","3001","RE","GLAUCIDIUM JARDINII","GLJA","30-Aug-08","LLAV","SEGUNDA 08",2008-08-30,2008,8,30,"Llaviucu","forest.sec","SEGUNDA",4,"C","C","F",1,"L","U","F"
"170","168","RE","DIGLOSSA HUMERALIS","DIHU","30-Aug-08","LLAV","SEGUNDA 08",2008-08-30,2008,8,30,"Llaviucu","forest.sec","SEGUNDA",2,"O","U/C","N",4,"L","F","F"
"171","0A074","RE","MYIOBORUS MELANOCEPHALUS","MYME","30-Aug-08","LLAV","SEGUNDA 08",2008-08-30,2008,8,30,"Llaviucu","forest.sec","SEGUNDA",2,"I","M/C","F",2,"L","C","C"
"172","A49852","RE","ERIOCNEMIS LUCIANI","ERLU","30-Aug-08","LLAV","SEGUNDA 08",2008-08-30,2008,8,30,"Llaviucu","forest.sec","SEGUNDA",1,"N","U/M","F",2,"L","F","F"
"173","A52379","RE","HELIANGELUS VIOLA","HEVI","30-Aug-08","LLAV","SEGUNDA 08",2008-08-30,2008,8,30,"Llaviucu","forest.sec","SEGUNDA",1,"N","U/M","F",2,"L","U","F"
"174","1164","RE","SYNALLAXIS AZARAE","SYAZ","30-Aug-08","LLAV","SEGUNDA 08",2008-08-30,2008,8,30,"Llaviucu","forest.sec","SEGUNDA",3,"I","U","E",2,"L","C","C"
"175","1037","RE","SYNALLAXIS AZARAE","SYAZ","30-Aug-08","LLAV","SEGUNDA 08",2008-08-30,2008,8,30,"Llaviucu","forest.sec","SEGUNDA",3,"I","U","E",2,"L","C","C"
"176","A50042","RE","ERIOCNEMIS LUCIANI","ERLU","30-Aug-08","LLAV","SEGUNDA 08",2008-08-30,2008,8,30,"Llaviucu","forest.sec","SEGUNDA",1,"N","U/M","F",2,"L","F","F"
"177","29","0","SYNALLAXIS AZARAE","SYAZ","19-Jul-06","LLAV","SEGUNDA 06",2006-07-19,2006,7,19,"Llaviucu","forest.sec","SEGUNDA",3,"I","U","E",2,"L","C","C"
"178","25","0","DIGLOSSA HUMERALIS","DIHU","19-Jul-06","LLAV","SEGUNDA 06",2006-07-19,2006,7,19,"Llaviucu","forest.sec","SEGUNDA",2,"O","U/C","N",4,"L","F","F"
"179","A49830","RE","ERIOCNEMIS LUCIANI","ERLU","19-Jul-06","LLAV","SEGUNDA 06",2006-07-19,2006,7,19,"Llaviucu","forest.sec","SEGUNDA",1,"N","U/M","F",2,"L","F","F"
"180","42","0","CISTOTHORUS PLATENSIS","CIPL","19-Jul-06","LLAV","SEGUNDA 06",2006-07-19,2006,7,19,"Llaviucu","forest.sec","SEGUNDA",2,"I","U","P",5,"L","U","F"
"181","20","RE","DIGLOSSA HUMERALIS","DIHU","19-Jul-06","LLAV","SEGUNDA 06",2006-07-19,2006,7,19,"Llaviucu","forest.sec","SEGUNDA",2,"O","U/C","N",4,"L","F","F"
"182","45","RE","DIGLOSSA HUMERALIS","DIHU","19-Jul-06","LLAV","SEGUNDA 06",2006-07-19,2006,7,19,"Llaviucu","forest.sec","SEGUNDA",2,"O","U/C","N",4,"L","F","F"
"183","A49854","RE","METALLURA TYRIANTHINA","METY","19-Jul-06","LLAV","SEGUNDA 06",2006-07-19,2006,7,19,"Llaviucu","forest.sec","SEGUNDA",1,"N","U/M","D",3,"L","C","C"
"184","57","RE","DIGLOSSA HUMERALIS","DIHU","19-Jul-06","LLAV","SEGUNDA 06",2006-07-19,2006,7,19,"Llaviucu","forest.sec","SEGUNDA",2,"O","U/C","N",4,"L","F","F"
"185","A49805","RE","ERIOCNEMIS LUCIANI","ERLU","19-Jul-06","LLAV","SEGUNDA 06",2006-07-19,2006,7,19,"Llaviucu","forest.sec","SEGUNDA",1,"N","U/M","F",2,"L","F","F"
"186","A49852","RE","ERIOCNEMIS LUCIANI","ERLU","19-Jul-06","LLAV","SEGUNDA 06",2006-07-19,2006,7,19,"Llaviucu","forest.sec","SEGUNDA",1,"N","U/M","F",2,"L","F","F"
"187","A49890","RE","METALLURA TYRIANTHINA","METY","19-Jul-06","LLAV","SEGUNDA 06",2006-07-19,2006,7,19,"Llaviucu","forest.sec","SEGUNDA",1,"N","U/M","D",3,"L","C","C"
"188","27","0","CISTOTHORUS PLATENSIS","CIPL","19-Jul-06","LLAV","SEGUNDA 06",2006-07-19,2006,7,19,"Llaviucu","forest.sec","SEGUNDA",2,"I","U","P",5,"L","U","F"
"189","24","RE","DIGLOSSA HUMERALIS","DIHU","19-Jul-06","LLAV","SEGUNDA 06",2006-07-19,2006,7,19,"Llaviucu","forest.sec","SEGUNDA",2,"O","U/C","N",4,"L","F","F"
"190","0A016","RE","MYIOBORUS MELANOCEPHALUS","MYME","20-Jul-06","LLAV","SEGUNDA 06",2006-07-20,2006,7,20,"Llaviucu","forest.sec","SEGUNDA",2,"I","M/C","F",2,"L","C","C"
"191","43","0","DIGLOSSA HUMERALIS","DIHU","20-Jul-06","LLAV","SEGUNDA 06",2006-07-20,2006,7,20,"Llaviucu","forest.sec","SEGUNDA",2,"O","U/C","N",4,"L","F","F"
"192","45","RE","DIGLOSSA HUMERALIS","DIHU","20-Jul-06","LLAV","SEGUNDA 06",2006-07-20,2006,7,20,"Llaviucu","forest.sec","SEGUNDA",2,"O","U/C","N",4,"L","F","F"
"193","A49905","RE","ERIOCNEMIS LUCIANI","ERLU","20-Jul-06","LLAV","SEGUNDA 06",2006-07-20,2006,7,20,"Llaviucu","forest.sec","SEGUNDA",1,"N","U/M","F",2,"L","F","F"
"194","2002","RE","GRALLARIA RUFULA","GRRU","21-Jul-06","MASE","SEGUNDA 06",2006-07-21,2006,7,21,"Mazan","forest.prim","SEGUNDA",4,"I","T","F",2,"L","F","C"
"195","A49947","RE","COELIGENA IRIS","COIR","21-Jul-06","MASE","SEGUNDA 06",2006-07-21,2006,7,21,"Mazan","forest.prim","SEGUNDA",1,"N","U/M","F",4,"L","F","F"
"196","A49935","RE","METALLURA TYRIANTHINA","METY","21-Jul-06","MASE","SEGUNDA 06",2006-07-21,2006,7,21,"Mazan","forest.prim","SEGUNDA",1,"N","U/M","D",3,"L","C","C"
"197","A49948","RE","COELIGENA IRIS","COIR","21-Jul-06","MASE","SEGUNDA 06",2006-07-21,2006,7,21,"Mazan","forest.prim","SEGUNDA",1,"N","U/M","F",4,"L","F","F"
"198","A49936","RE","METALLURA TYRIANTHINA","METY","21-Jul-06","MASE","SEGUNDA 06",2006-07-21,2006,7,21,"Mazan","forest.prim","SEGUNDA",1,"N","U/M","D",3,"L","C","C"
"199","A49937","RE","METALLURA TYRIANTHINA","METY","21-Jul-06","MASE","SEGUNDA 06",2006-07-21,2006,7,21,"Mazan","forest.prim","SEGUNDA",1,"N","U/M","D",3,"L","C","C"
"200","A49949","RE","ERIOCNEMIS LUCIANI","ERLU","21-Jul-06","MASE","SEGUNDA 06",2006-07-21,2006,7,21,"Mazan","forest.prim","SEGUNDA",1,"N","U/M","F",2,"L","F","F"
"201","A49938","RE","METALLURA TYRIANTHINA","METY","21-Jul-06","MASE","SEGUNDA 06",2006-07-21,2006,7,21,"Mazan","forest.prim","SEGUNDA",1,"N","U/M","D",3,"L","C","C"
"202","A49939","RE","METALLURA TYRIANTHINA","METY","21-Jul-06","MASE","SEGUNDA 06",2006-07-21,2006,7,21,"Mazan","forest.prim","SEGUNDA",1,"N","U/M","D",3,"L","C","C"
"203","A49940","RE","METALLURA TYRIANTHINA","METY","21-Jul-06","MASE","SEGUNDA 06",2006-07-21,2006,7,21,"Mazan","forest.prim","SEGUNDA",1,"N","U/M","D",3,"L","C","C"
"204","A49961","RE","METALLURA TYRIANTHINA","METY","21-Jul-06","MASE","SEGUNDA 06",2006-07-21,2006,7,21,"Mazan","forest.prim","SEGUNDA",1,"N","U/M","D",3,"L","C","C"
"205","A49950","RE","HELIANGELUS VIOLA","HEVI","21-Jul-06","MASE","SEGUNDA 06",2006-07-21,2006,7,21,"Mazan","forest.prim","SEGUNDA",1,"N","U/M","F",2,"L","U","F"
"206","A49951","RE","COELIGENA IRIS","COIR","21-Jul-06","MASE","SEGUNDA 06",2006-07-21,2006,7,21,"Mazan","forest.prim","SEGUNDA",1,"N","U/M","F",4,"L","F","F"
"207","A49962","RE","METALLURA TYRIANTHINA","METY","21-Jul-06","MASE","SEGUNDA 06",2006-07-21,2006,7,21,"Mazan","forest.prim","SEGUNDA",1,"N","U/M","D",3,"L","C","C"
"208","A49963","RE","METALLURA TYRIANTHINA","METY","21-Jul-06","MASE","SEGUNDA 06",2006-07-21,2006,7,21,"Mazan","forest.prim","SEGUNDA",1,"N","U/M","D",3,"L","C","C"
"209","A49964","RE","METALLURA TYRIANTHINA","METY","21-Jul-06","MASE","SEGUNDA 06",2006-07-21,2006,7,21,"Mazan","forest.prim","SEGUNDA",1,"N","U/M","D",3,"L","C","C"
"210","A49965","RE","METALLURA TYRIANTHINA","METY","21-Jul-06","MASE","SEGUNDA 06",2006-07-21,2006,7,21,"Mazan","forest.prim","SEGUNDA",1,"N","U/M","D",3,"L","C","C"
"211","A49966","RE","ERIOCNEMIS LUCIANI","ERLU","22-Jul-06","MASE","SEGUNDA 06",2006-07-22,2006,7,22,"Mazan","forest.prim","SEGUNDA",1,"N","U/M","F",2,"L","F","F"
"212","A49967","RE","ERIOCNEMIS LUCIANI","ERLU","22-Jul-06","MASE","SEGUNDA 06",2006-07-22,2006,7,22,"Mazan","forest.prim","SEGUNDA",1,"N","U/M","F",2,"L","F","F"
"213","A49968","RE","ERIOCNEMIS LUCIANI","ERLU","22-Jul-06","MASE","SEGUNDA 06",2006-07-22,2006,7,22,"Mazan","forest.prim","SEGUNDA",1,"N","U/M","F",2,"L","F","F"
"214","A49969","RE","METALLURA TYRIANTHINA","METY","22-Jul-06","MASE","SEGUNDA 06",2006-07-22,2006,7,22,"Mazan","forest.prim","SEGUNDA",1,"N","U/M","D",3,"L","C","C"
"215","A49970","RE","HELIANGELUS VIOLA","HEVI","22-Jul-06","MASE","SEGUNDA 06",2006-07-22,2006,7,22,"Mazan","forest.prim","SEGUNDA",1,"N","U/M","F",2,"L","U","F"
"216","A49952","RE","METALLURA TYRIANTHINA","METY","22-Jul-06","MASE","SEGUNDA 06",2006-07-22,2006,7,22,"Mazan","forest.prim","SEGUNDA",1,"N","U/M","D",3,"L","C","C"
"217","A49811","RE","COELIGENA IRIS","COIR","21-Jul-06","MASE","SEGUNDA 06",2006-07-21,2006,7,21,"Mazan","forest.prim","SEGUNDA",1,"N","U/M","F",4,"L","F","F"
"218","A49813","RE","COELIGENA IRIS","COIR","21-Jul-06","MASE","SEGUNDA 06",2006-07-21,2006,7,21,"Mazan","forest.prim","SEGUNDA",1,"N","U/M","F",4,"L","F","F"
"219","A49801","RE","COELIGENA IRIS","COIR","21-Jul-06","MASE","SEGUNDA 06",2006-07-21,2006,7,21,"Mazan","forest.prim","SEGUNDA",1,"N","U/M","F",4,"L","F","F"
"220","2003","RE","GRALLARIA RUFULA","GRRU","21-Jul-06","MASE","SEGUNDA 06",2006-07-21,2006,7,21,"Mazan","forest.prim","SEGUNDA",4,"I","T","F",2,"L","F","C"
"221","1009","RE","SYNALLAXIS AZARAE","SYAZ","21-Jul-06","MASE","SEGUNDA 06",2006-07-21,2006,7,21,"Mazan","forest.prim","SEGUNDA",3,"I","U","E",2,"L","C","C"
"222","4","RE","TROGLODYTES SOLSTITIALIS","TRSO","21-Jul-06","MASE","SEGUNDA 06",2006-07-21,2006,7,21,"Mazan","forest.prim","SEGUNDA",2,"I","M","F",2,"L","U","F"
"223","8","RE","TANGARA VASSORII","TAVA","21-Jul-06","MASE","SEGUNDA 06",2006-07-21,2006,7,21,"Mazan","forest.prim","SEGUNDA",3,"O","C","F",3,"L","F","F"
"224","1005","RE","BASILEUTERUS CORONATUS","BACO","21-Jul-06","MASE","SEGUNDA 06",2006-07-21,2006,7,21,"Mazan","forest.prim","SEGUNDA",2,"I","U","F",2,"L","C","C"
"225","1016","RE","BASILEUTERUS CORONATUS","BACO","21-Jul-06","MASE","SEGUNDA 06",2006-07-21,2006,7,21,"Mazan","forest.prim","SEGUNDA",2,"I","U","F",2,"L","C","C"
"226","1018","RE","BASILEUTERUS NIGROCRISTATUS","BANI","21-Jul-06","MASE","SEGUNDA 06",2006-07-21,2006,7,21,"Mazan","forest.prim","SEGUNDA",2,"I","U/M","E",4,"L","F","C"
"227","A49807","X","COELIGENA IRIS","COIR","19-Jul-06","LLAV","SEGUNDA 06",2006-07-19,2006,7,19,"Llaviucu","forest.sec","SEGUNDA",1,"N","U/M","F",4,"L","F","F"
"228","A49880","X","METALLURA TYRIANTHINA","METY","19-Jul-06","LLAV","SEGUNDA 06",2006-07-19,2006,7,19,"Llaviucu","forest.sec","SEGUNDA",1,"N","U/M","D",3,"L","C","C"
"229","A49879","X","METALLURA TYRIANTHINA","METY","19-Jul-06","LLAV","SEGUNDA 06",2006-07-19,2006,7,19,"Llaviucu","forest.sec","SEGUNDA",1,"N","U/M","D",3,"L","C","C"
"230","A49808","X","ERIOCNEMIS LUCIANI","ERLU","19-Jul-06","LLAV","SEGUNDA 06",2006-07-19,2006,7,19,"Llaviucu","forest.sec","SEGUNDA",1,"N","U/M","F",2,"L","F","F"
"231","A49881","X","ERIOCNEMIS LUCIANI","ERLU","19-Jul-06","LLAV","SEGUNDA 06",2006-07-19,2006,7,19,"Llaviucu","forest.sec","SEGUNDA",1,"N","U/M","F",2,"L","F","F"
"232","A49882","X","METALLURA TYRIANTHINA","METY","19-Jul-06","LLAV","SEGUNDA 06",2006-07-19,2006,7,19,"Llaviucu","forest.sec","SEGUNDA",1,"N","U/M","D",3,"L","C","C"
"233","A49883","X","ERIOCNEMIS LUCIANI","ERLU","19-Jul-06","LLAV","SEGUNDA 06",2006-07-19,2006,7,19,"Llaviucu","forest.sec","SEGUNDA",1,"N","U/M","F",2,"L","F","F"
"234","A49884","X","LESBIA VICTORIAE","LEVI","19-Jul-06","LLAV","SEGUNDA 06",2006-07-19,2006,7,19,"Llaviucu","forest.sec","SEGUNDA",1,"N","U/C","N",3,"L","U","F"
"235","A49809","X","PTEROPHANES CYANOPTERUS","PTCY","19-Jul-06","LLAV","SEGUNDA 06",2006-07-19,2006,7,19,"Llaviucu","forest.sec","SEGUNDA",2,"N","U/M","D",2,"S","R","F"
"236","A49885","X","AGLAEACTIS CUPRIPENNIS","AGCU","19-Jul-06","LLAV","SEGUNDA 06",2006-07-19,2006,7,19,"Llaviucu","forest.sec","SEGUNDA",1,"N","U/C","N",3,"L","F","C"
"237","A49886","X","ERIOCNEMIS LUCIANI","ERLU","19-Jul-06","LLAV","SEGUNDA 06",2006-07-19,2006,7,19,"Llaviucu","forest.sec","SEGUNDA",1,"N","U/M","F",2,"L","F","F"
"238","A49887","X","ERIOCNEMIS LUCIANI","ERLU","19-Jul-06","LLAV","SEGUNDA 06",2006-07-19,2006,7,19,"Llaviucu","forest.sec","SEGUNDA",1,"N","U/M","F",2,"L","F","F"
"239","A49888","X","METALLURA TYRIANTHINA","METY","19-Jul-06","LLAV","SEGUNDA 06",2006-07-19,2006,7,19,"Llaviucu","forest.sec","SEGUNDA",1,"N","U/M","D",3,"L","C","C"
"240","A49889","X","METALLURA TYRIANTHINA","METY","19-Jul-06","LLAV","SEGUNDA 06",2006-07-19,2006,7,19,"Llaviucu","forest.sec","SEGUNDA",1,"N","U/M","D",3,"L","C","C"
"241","A49810","X","ERIOCNEMIS LUCIANI","ERLU","19-Jul-06","LLAV","SEGUNDA 06",2006-07-19,2006,7,19,"Llaviucu","forest.sec","SEGUNDA",1,"N","U/M","F",2,"L","F","F"
"242","A49850","RE","METALLURA TYRIANTHINA","METY","19-Jul-06","LLAV","SEGUNDA 06",2006-07-19,2006,7,19,"Llaviucu","forest.sec","SEGUNDA",1,"N","U/M","D",3,"L","C","C"
"243","A49892","X","METALLURA BARONI","MEBA","19-Jul-06","LLAV","SEGUNDA 06",2006-07-19,2006,7,19,"Llaviucu","forest.sec","SEGUNDA",1,"N","U/C","D",3,"S","C","F"
"244","A49856","X","ERIOCNEMIS LUCIANI","ERLU","19-Jul-06","LLAV","SEGUNDA 06",2006-07-19,2006,7,19,"Llaviucu","forest.sec","SEGUNDA",1,"N","U/M","F",2,"L","F","F"
"245","A49893","X","METALLURA BARONI","MEBA","19-Jul-06","LLAV","SEGUNDA 06",2006-07-19,2006,7,19,"Llaviucu","forest.sec","SEGUNDA",1,"N","U/C","D",3,"S","C","F"
"246","A49894","X","LESBIA VICTORIAE","LEVI","19-Jul-06","LLAV","SEGUNDA 06",2006-07-19,2006,7,19,"Llaviucu","forest.sec","SEGUNDA",1,"N","U/C","N",3,"L","U","F"
"247","A49895","X","METALLURA TYRIANTHINA","METY","19-Jul-06","LLAV","SEGUNDA 06",2006-07-19,2006,7,19,"Llaviucu","forest.sec","SEGUNDA",1,"N","U/M","D",3,"L","C","C"
"248","A49857","X","LESBIA VICTORIAE","LEVI","19-Jul-06","LLAV","SEGUNDA 06",2006-07-19,2006,7,19,"Llaviucu","forest.sec","SEGUNDA",1,"N","U/C","N",3,"L","U","F"
"249","A49896","X","METALLURA TYRIANTHINA","METY","19-Jul-06","LLAV","SEGUNDA 06",2006-07-19,2006,7,19,"Llaviucu","forest.sec","SEGUNDA",1,"N","U/M","D",3,"L","C","C"
"250","A49858","X","HELIANGELUS VIOLA","HEVI","19-Jul-06","LLAV","SEGUNDA 06",2006-07-19,2006,7,19,"Llaviucu","forest.sec","SEGUNDA",1,"N","U/M","F",2,"L","U","F"
"251","A49859","X","LESBIA VICTORIAE","LEVI","19-Jul-06","LLAV","SEGUNDA 06",2006-07-19,2006,7,19,"Llaviucu","forest.sec","SEGUNDA",1,"N","U/C","N",3,"L","U","F"
"252","A49897","X","METALLURA BARONI","MEBA","19-Jul-06","LLAV","SEGUNDA 06",2006-07-19,2006,7,19,"Llaviucu","forest.sec","SEGUNDA",1,"N","U/C","D",3,"S","C","F"
"253","A49901","X","ERIOCNEMIS LUCIANI","ERLU","19-Jul-06","LLAV","SEGUNDA 06",2006-07-19,2006,7,19,"Llaviucu","forest.sec","SEGUNDA",1,"N","U/M","F",2,"L","F","F"
"254","A49902","X","ERIOCNEMIS LUCIANI","ERLU","19-Jul-06","LLAV","SEGUNDA 06",2006-07-19,2006,7,19,"Llaviucu","forest.sec","SEGUNDA",1,"N","U/M","F",2,"L","F","F"
"255","A49903","X","PTEROPHANES CYANOPTERUS","PTCY","19-Jul-06","LLAV","SEGUNDA 06",2006-07-19,2006,7,19,"Llaviucu","forest.sec","SEGUNDA",2,"N","U/M","D",2,"S","R","F"
"256","A49898","X","METALLURA TYRIANTHINA","METY","19-Jul-06","LLAV","SEGUNDA 06",2006-07-19,2006,7,19,"Llaviucu","forest.sec","SEGUNDA",1,"N","U/M","D",3,"L","C","C"
